funcao_objetivo;problema;modelo;ordem_sol
56;ID000_M003_J004;minla_fav;1
51;ID000_M003_J004;minla_fav;2
29;ID000_M003_J004;minla_fav;3
31;ID000_M003_J004;minla_fav;4
69;ID000_M003_J004;manne;1
51;ID000_M003_J004;manne;2
29.000000000000004;ID000_M003_J004;manne;3
33;ID000_M003_J004;manne;4
77;ID000_M003_J005;minla_fav;1
69;ID000_M003_J005;minla_fav;2
33;ID000_M003_J005;minla_fav;3
69;ID000_M003_J005;manne;1
38;ID000_M003_J005;manne;2
33;ID000_M003_J005;manne;3
37;ID000_M003_J005;manne;4
33;ID000_M003_J005;manne;1
1242;ID000_M015_J015;minla_fav;1
1257.9999999999995;ID000_M015_J015;minla_fav;2
1231;ID000_M015_J015;minla_fav;3
1584;ID000_M015_J015;minla_fav;4
1225;ID000_M015_J015;minla_fav;5
1212;ID000_M015_J015;minla_fav;6
1282;ID000_M015_J015;minla_fav;7
1221;ID000_M015_J015;minla_fav;8
1232;ID000_M015_J015;minla_fav;9
1567;ID000_M015_J015;minla_fav;10
1266;ID000_M015_J015;minla_fav;11
1386;ID000_M015_J015;minla_fav;12
1210;ID000_M015_J015;minla_fav;13
1234;ID000_M015_J015;minla_fav;14
1259;ID000_M015_J015;minla_fav;15
1226;ID000_M015_J015;minla_fav;16
1244;ID000_M015_J015;minla_fav;17
1281;ID000_M015_J015;minla_fav;18
1299;ID000_M015_J015;minla_fav;19
9543;ID000_M015_J015;minla_fav;20
1294.9999999910001;ID000_M015_J015;minla_fav;21
1302;ID000_M015_J015;minla_fav;22
1254;ID000_M015_J015;minla_fav;23
1269;ID000_M015_J015;minla_fav;24
1251;ID000_M015_J015;minla_fav;25
9538;ID000_M015_J015;minla_fav;26
1248;ID000_M015_J015;minla_fav;27
1387.9999999959982;ID000_M015_J015;minla_fav;28
1374;ID000_M015_J015;minla_fav;29
1549;ID000_M015_J015;minla_fav;30
1632;ID000_M015_J015;minla_fav;31
1301;ID000_M015_J015;minla_fav;32
1249;ID000_M015_J015;minla_fav;33
1563;ID000_M015_J015;minla_fav;34
1366;ID000_M015_J015;minla_fav;35
1220;ID000_M015_J015;minla_fav;36
1297;ID000_M015_J015;minla_fav;37
1286;ID000_M015_J015;minla_fav;38
1283;ID000_M015_J015;minla_fav;39
1452;ID000_M015_J015;minla_fav;40
1271;ID000_M015_J015;minla_fav;41
1261;ID000_M015_J015;minla_fav;42
1612;ID000_M015_J015;minla_fav;43
1279.9999999999995;ID000_M015_J015;minla_fav;44
1265;ID000_M015_J015;minla_fav;45
1435.9999999959982;ID000_M015_J015;minla_fav;46
1242;ID000_M015_J015;minla_fav;47
9406;ID000_M015_J015;minla_fav;48
1227;ID000_M015_J015;minla_fav;49
1292.999999997;ID000_M015_J015;minla_fav;50
1272;ID000_M015_J015;minla_fav;51
1223;ID000_M015_J015;minla_fav;52
1239;ID000_M015_J015;minla_fav;53
1214;ID000_M015_J015;minla_fav;54
1224;ID000_M015_J015;minla_fav;55
1274;ID000_M015_J015;minla_fav;56
1243;ID000_M015_J015;minla_fav;57
1289.9999999940001;ID000_M015_J015;minla_fav;58
1235;ID000_M015_J015;minla_fav;59
1275.9999999999995;ID000_M015_J015;minla_fav;60
1286.9999999950001;ID000_M015_J015;minla_fav;61
1263;ID000_M015_J015;minla_fav;62
1367;ID000_M015_J015;minla_fav;63
1526;ID000_M015_J015;minla_fav;64
1217;ID000_M015_J015;minla_fav;65
1211;ID000_M015_J015;minla_fav;66
1290.9999999940001;ID000_M015_J015;minla_fav;67
1236;ID000_M015_J015;minla_fav;68
1210;ID000_M015_J015;minla_fav;1
1297;ID000_M015_J015;manne;1
1330.999999998;ID000_M015_J015;manne;2
1287;ID000_M015_J015;manne;3
1643.999999835803;ID000_M015_J015;manne;4
1218;ID000_M015_J015;manne;5
1275;ID000_M015_J015;manne;6
1259;ID000_M015_J015;manne;7
1415.9999999999995;ID000_M015_J015;manne;8
1269;ID000_M015_J015;manne;9
1290;ID000_M015_J015;manne;10
1591.9999999809993;ID000_M015_J015;manne;11
1393;ID000_M015_J015;manne;12
1489.9999999960014;ID000_M015_J015;manne;13
1247;ID000_M015_J015;manne;14
1291;ID000_M015_J015;manne;15
1333.999999999;ID000_M015_J015;manne;16
1276;ID000_M015_J015;manne;17
1307;ID000_M015_J015;manne;18
1414;ID000_M015_J015;manne;19
1447.9999999960014;ID000_M015_J015;manne;20
9634.9999999999982;ID000_M015_J015;manne;21
1434.9999999979998;ID000_M015_J015;manne;22
1464.9999999989998;ID000_M015_J015;manne;23
1325.9999999999964;ID000_M015_J015;manne;24
1213;ID000_M015_J015;manne;25
1242;ID000_M015_J015;manne;26
1393;ID000_M015_J015;manne;27
1330.999999998;ID000_M015_J015;manne;28
9542.9999999999982;ID000_M015_J015;manne;29
1230;ID000_M015_J015;manne;30
1320;ID000_M015_J015;manne;31
1209.999999998;ID000_M015_J015;manne;32
1524.9999999959939;ID000_M015_J015;manne;33
1470.9999999849929;ID000_M015_J015;manne;34
1549;ID000_M015_J015;manne;35
1682.0000000000014;ID000_M015_J015;manne;36
1459.9999999929933;ID000_M015_J015;manne;37
1320;ID000_M015_J015;manne;38
1560.9999998358053;ID000_M015_J015;manne;39
1465.9999999959939;ID000_M015_J015;manne;40
1268;ID000_M015_J015;manne;41
1445.9999999810032;ID000_M015_J015;manne;42
1238;ID000_M015_J015;manne;43
1425;ID000_M015_J015;manne;44
1418.9999999969928;ID000_M015_J015;manne;45
1216;ID000_M015_J015;manne;46
1224;ID000_M015_J015;manne;47
1530.9999999960014;ID000_M015_J015;manne;48
1393;ID000_M015_J015;manne;49
1221;ID000_M015_J015;manne;50
1236;ID000_M015_J015;manne;51
1334.999999999;ID000_M015_J015;manne;52
1667.9999998054936;ID000_M015_J015;manne;53
1412;ID000_M015_J015;manne;54
1344;ID000_M015_J015;manne;55
1527.9999999960014;ID000_M015_J015;manne;56
1296;ID000_M015_J015;manne;57
1744.9999999669938;ID000_M015_J015;manne;58
1215.0000000000005;ID000_M015_J015;manne;59
1277;ID000_M015_J015;manne;60
1431.9999999989996;ID000_M015_J015;manne;61
1393;ID000_M015_J015;manne;62
1272;ID000_M015_J015;manne;63
1296;ID000_M015_J015;manne;64
1265;ID000_M015_J015;manne;65
1273;ID000_M015_J015;manne;66
1393;ID000_M015_J015;manne;67
1298;ID000_M015_J015;manne;68
1428.9999998358035;ID000_M015_J015;manne;69
1292;ID000_M015_J015;manne;70
1397;ID000_M015_J015;manne;71
1225.9999999999989;ID000_M015_J015;manne;72
1428;ID000_M015_J015;manne;73
1336.9999999999964;ID000_M015_J015;manne;74
1467.9999999960014;ID000_M015_J015;manne;75
1240;ID000_M015_J015;manne;76
1237;ID000_M015_J015;manne;77
1543.9999999969939;ID000_M015_J015;manne;78
1266;ID000_M015_J015;manne;79
1257;ID000_M015_J015;manne;80
1228;ID000_M015_J015;manne;81
1430;ID000_M015_J015;manne;82
1293;ID000_M015_J015;manne;83
1247;ID001_M015_J015;minla_fav;1
1268;ID001_M015_J015;minla_fav;2
1221.9999999999998;ID001_M015_J015;minla_fav;3
1626;ID001_M015_J015;minla_fav;4
1177;ID001_M015_J015;minla_fav;5
1213.9999999999998;ID001_M015_J015;minla_fav;6
1197;ID001_M015_J015;minla_fav;7
1355;ID001_M015_J015;minla_fav;8
1212;ID001_M015_J015;minla_fav;9
1222;ID001_M015_J015;minla_fav;10
1611.9999998386011;ID001_M015_J015;minla_fav;11
1280.9999999989927;ID001_M015_J015;minla_fav;12
1461.9999998325975;ID001_M015_J015;minla_fav;13
1194;ID001_M015_J015;minla_fav;14
1224;ID001_M015_J015;minla_fav;15
1269;ID001_M015_J015;minla_fav;16
1218;ID001_M015_J015;minla_fav;17
1251;ID001_M015_J015;minla_fav;18
1352;ID001_M015_J015;minla_fav;19
1418;ID001_M015_J015;minla_fav;20
9519;ID001_M015_J015;minla_fav;21
1416;ID001_M015_J015;minla_fav;22
1423.999999999;ID001_M015_J015;minla_fav;23
1265;ID001_M015_J015;minla_fav;24
1193;ID001_M015_J015;minla_fav;25
1283.999999999;ID001_M015_J015;minla_fav;26
1255.9999999969964;ID001_M015_J015;minla_fav;27
9107;ID001_M015_J015;minla_fav;28
1186;ID001_M015_J015;minla_fav;29
1254.9999999979964;ID001_M015_J015;minla_fav;30
1467.9999999940005;ID001_M015_J015;minla_fav;31
1449.9999999940005;ID001_M015_J015;minla_fav;32
1596.9999999940005;ID001_M015_J015;minla_fav;33
8226.9999999869942;ID001_M015_J015;minla_fav;34
1419;ID001_M015_J015;minla_fav;35
1254.9999999979964;ID001_M015_J015;minla_fav;36
1605.9999999940005;ID001_M015_J015;minla_fav;37
1424.9999999939996;ID001_M015_J015;minla_fav;38
1203;ID001_M015_J015;minla_fav;39
1416;ID001_M015_J015;minla_fav;40
1190;ID001_M015_J015;minla_fav;41
1379;ID001_M015_J015;minla_fav;42
1359.0000000000002;ID001_M015_J015;minla_fav;43
1181;ID001_M015_J015;minla_fav;44
1505;ID001_M015_J015;minla_fav;45
1290;ID001_M015_J015;minla_fav;46
1180;ID001_M015_J015;minla_fav;47
1187;ID001_M015_J015;minla_fav;48
1270;ID001_M015_J015;minla_fav;49
1634;ID001_M015_J015;minla_fav;50
1323;ID001_M015_J015;minla_fav;51
1275.9999999989927;ID001_M015_J015;minla_fav;52
1483.999999997;ID001_M015_J015;minla_fav;53
1231;ID001_M015_J015;minla_fav;54
8245.9999999849933;ID001_M015_J015;minla_fav;55
1219;ID001_M015_J015;minla_fav;56
1401;ID001_M015_J015;minla_fav;57
1304.9999999999927;ID001_M015_J015;minla_fav;58
1212.9999999999998;ID001_M015_J015;minla_fav;59
1227;ID001_M015_J015;minla_fav;60
1199;ID001_M015_J015;minla_fav;61
1213;ID001_M015_J015;minla_fav;62
1305.999999999;ID001_M015_J015;minla_fav;63
1250;ID001_M015_J015;minla_fav;64
1387;ID001_M015_J015;minla_fav;65
1225;ID001_M015_J015;minla_fav;66
1309;ID001_M015_J015;minla_fav;67
1184;ID001_M015_J015;minla_fav;68
1387;ID001_M015_J015;minla_fav;69
1275;ID001_M015_J015;minla_fav;70
1425.9999999930017;ID001_M015_J015;minla_fav;71
1191;ID001_M015_J015;minla_fav;72
1187.999999999;ID001_M015_J015;minla_fav;73
1530.999999999;ID001_M015_J015;minla_fav;74
1202;ID001_M015_J015;minla_fav;75
1195.9999999999998;ID001_M015_J015;minla_fav;76
1185;ID001_M015_J015;minla_fav;77
1400;ID001_M015_J015;minla_fav;78
1226;ID001_M015_J015;minla_fav;79
1177;ID001_M015_J015;minla_fav;1
1248;ID001_M015_J015;manne;1
1261;ID001_M015_J015;manne;2
1228;ID001_M015_J015;manne;3
1606;ID001_M015_J015;manne;4
1222;ID001_M015_J015;manne;5
1198;ID001_M015_J015;manne;6
1364.0000000000002;ID001_M015_J015;manne;7
1214;ID001_M015_J015;manne;8
1229;ID001_M015_J015;manne;9
1563.999999999;ID001_M015_J015;manne;10
1267.999999998;ID001_M015_J015;manne;11
1426;ID001_M015_J015;manne;12
1192;ID001_M015_J015;manne;13
1232;ID001_M015_J015;manne;14
1263;ID001_M015_J015;manne;15
1226;ID001_M015_J015;manne;16
1250;ID001_M015_J015;manne;17
1378;ID001_M015_J015;manne;18
1395;ID001_M015_J015;manne;19
9106.9999999999982;ID001_M015_J015;manne;20
1393;ID001_M015_J015;manne;21
1410;ID001_M015_J015;manne;22
1259;ID001_M015_J015;manne;23
1191;ID001_M015_J015;manne;24
1268.9999999999995;ID001_M015_J015;manne;25
1258;ID001_M015_J015;manne;26
1745;ID001_M015_J015;manne;27
1251;ID001_M015_J015;manne;28
1511;ID001_M015_J015;manne;29
1424.0000000000007;ID001_M015_J015;manne;30
1555;ID001_M015_J015;manne;31
1716;ID001_M015_J015;manne;32
1397.0000000000005;ID001_M015_J015;manne;33
1256;ID001_M015_J015;manne;34
1558.999999999;ID001_M015_J015;manne;35
1415;ID001_M015_J015;manne;36
1212.9999999890001;ID001_M015_J015;manne;37
1393;ID001_M015_J015;manne;38
1179;ID001_M015_J015;manne;39
1376.0000000000005;ID001_M015_J015;manne;40
1378;ID001_M015_J015;manne;41
1527;ID001_M015_J015;manne;42
1283;ID001_M015_J015;manne;43
1264;ID001_M015_J015;manne;44
1684;ID001_M015_J015;manne;45
1378;ID001_M015_J015;manne;46
1267.9999999950001;ID001_M015_J015;manne;47
1525.999999996001;ID001_M015_J015;manne;48
1247;ID001_M015_J015;manne;49
1726;ID001_M015_J015;manne;50
1227;ID001_M015_J015;manne;51
1388;ID001_M015_J015;manne;52
1285;ID001_M015_J015;manne;53
1219;ID001_M015_J015;manne;54
1239;ID001_M015_J015;manne;55
1199;ID001_M015_J015;manne;56
1220;ID001_M015_J015;manne;57
1319;ID001_M015_J015;manne;58
1249;ID001_M015_J015;manne;59
1383;ID001_M015_J015;manne;60
1233;ID001_M015_J015;manne;61
1378;ID001_M015_J015;manne;62
1378;ID001_M015_J015;manne;63
1267.999999998;ID001_M015_J015;manne;64
1422.9999999999998;ID001_M015_J015;manne;65
1183;ID001_M015_J015;manne;66
1177;ID001_M015_J015;manne;67
1541;ID001_M015_J015;manne;68
1212;ID001_M015_J015;manne;69
1195;ID001_M015_J015;manne;70
1387;ID001_M015_J015;manne;71
1238;ID001_M015_J015;manne;72
1236.0000000000002;ID002_M015_J015;minla_fav;1
1247;ID002_M015_J015;minla_fav;2
1219;ID002_M015_J015;minla_fav;3
1539;ID002_M015_J015;minla_fav;4
1213;ID002_M015_J015;minla_fav;5
1201;ID002_M015_J015;minla_fav;6
1285.0000000000007;ID002_M015_J015;minla_fav;7
1207;ID002_M015_J015;minla_fav;8
1221;ID002_M015_J015;minla_fav;9
1528;ID002_M015_J015;minla_fav;10
1262;ID002_M015_J015;minla_fav;11
1402.9999999999964;ID002_M015_J015;minla_fav;12
1197;ID002_M015_J015;minla_fav;13
1222;ID002_M015_J015;minla_fav;14
1249;ID002_M015_J015;minla_fav;15
1213;ID002_M015_J015;minla_fav;16
1238;ID002_M015_J015;minla_fav;17
1283.0000000000007;ID002_M015_J015;minla_fav;18
1324.9999999930001;ID002_M015_J015;minla_fav;19
9780;ID002_M015_J015;minla_fav;20
1318.9999999950001;ID002_M015_J015;minla_fav;21
1334;ID002_M015_J015;minla_fav;22
1243;ID002_M015_J015;minla_fav;23
1266;ID002_M015_J015;minla_fav;24
1239;ID002_M015_J015;minla_fav;25
8571;ID002_M015_J015;minla_fav;26
1238.0000000000007;ID002_M015_J015;minla_fav;27
1415.9999999999964;ID002_M015_J015;minla_fav;28
1362.999999995998;ID002_M015_J015;minla_fav;29
1479;ID002_M015_J015;minla_fav;30
1564;ID002_M015_J015;minla_fav;31
1328;ID002_M015_J015;minla_fav;32
1238.9999998617004;ID002_M015_J015;minla_fav;33
1500;ID002_M015_J015;minla_fav;34
1349.9999998617004;ID002_M015_J015;minla_fav;35
1210;ID002_M015_J015;minla_fav;36
1323.9999999950001;ID002_M015_J015;minla_fav;37
1296;ID002_M015_J015;minla_fav;38
1296;ID002_M015_J015;minla_fav;39
1425.999999995998;ID002_M015_J015;minla_fav;40
1270.9999998617004;ID002_M015_J015;minla_fav;41
1253.0000000000005;ID002_M015_J015;minla_fav;42
1560.9999999939898;ID002_M015_J015;minla_fav;43
1282;ID002_M015_J015;minla_fav;44
1260;ID002_M015_J015;minla_fav;45
1422.9999999969991;ID002_M015_J015;minla_fav;46
1230.0000000000002;ID002_M015_J015;minla_fav;47
1601;ID002_M015_J015;minla_fav;48
1215;ID002_M015_J015;minla_fav;49
1318.9999999950001;ID002_M015_J015;minla_fav;50
1277;ID002_M015_J015;minla_fav;51
1211;ID002_M015_J015;minla_fav;52
1229;ID002_M015_J015;minla_fav;53
1203;ID002_M015_J015;minla_fav;54
1212;ID002_M015_J015;minla_fav;55
1278.9999998617004;ID002_M015_J015;minla_fav;56
1237;ID002_M015_J015;minla_fav;57
1318.9999999950001;ID002_M015_J015;minla_fav;58
1225.0000000000002;ID002_M015_J015;minla_fav;59
1279.0000000000007;ID002_M015_J015;minla_fav;60
1296;ID002_M015_J015;minla_fav;61
1254;ID002_M015_J015;minla_fav;62
1349.9999999999986;ID002_M015_J015;minla_fav;63
1432;ID002_M015_J015;minla_fav;64
1203;ID002_M015_J015;minla_fav;65
1198;ID002_M015_J015;minla_fav;66
1318.9999999950001;ID002_M015_J015;minla_fav;67
1227.999999999;ID002_M015_J015;minla_fav;68
1197;ID002_M015_J015;minla_fav;1
1295;ID002_M015_J015;manne;1
1321;ID002_M015_J015;manne;2
1266;ID002_M015_J015;manne;3
1655.9999998147973;ID002_M015_J015;manne;4
1198;ID002_M015_J015;manne;5
1255;ID002_M015_J015;manne;6
1235;ID002_M015_J015;manne;7
1441.9999999999998;ID002_M015_J015;manne;8
1248;ID002_M015_J015;manne;9
1268;ID002_M015_J015;manne;10
1653.9999998187923;ID002_M015_J015;manne;11
1348.0000000000002;ID002_M015_J015;manne;12
1557;ID002_M015_J015;manne;13
1230;ID002_M015_J015;manne;14
1270;ID002_M015_J015;manne;15
1334.9999999840002;ID002_M015_J015;manne;16
1256;ID002_M015_J015;manne;17
1306.0000000000011;ID002_M015_J015;manne;18
1437.9999999999998;ID002_M015_J015;manne;19
1513.9999999949985;ID002_M015_J015;manne;20
8570.9999999999982;ID002_M015_J015;manne;21
1507;ID002_M015_J015;manne;22
1529.9999998187955;ID002_M015_J015;manne;23
1320;ID002_M015_J015;manne;24
1229.0000000000002;ID002_M015_J015;manne;25
1355;ID002_M015_J015;manne;26
1317;ID002_M015_J015;manne;27
7244.9999999659831;ID002_M015_J015;manne;28
1208;ID002_M015_J015;manne;29
1321;ID002_M015_J015;manne;30
1558.9999998187996;ID002_M015_J015;manne;31
1548.9999998187959;ID002_M015_J015;manne;32
1613;ID002_M015_J015;manne;33
1815.9999999999975;ID002_M015_J015;manne;34
1522.9999998187977;ID002_M015_J015;manne;35
1321;ID002_M015_J015;manne;36
1613.9999998187996;ID002_M015_J015;manne;37
1531;ID002_M015_J015;manne;38
1243;ID002_M015_J015;manne;39
1511.9999999949985;ID002_M015_J015;manne;40
1226;ID002_M015_J015;manne;41
1454.0000000000005;ID002_M015_J015;manne;42
1449;ID002_M015_J015;manne;43
1196.9999999920001;ID002_M015_J015;manne;44
1200.9999999999995;ID002_M015_J015;manne;45
1592.9999999999998;ID002_M015_J015;manne;46
1363;ID002_M015_J015;manne;47
1200;ID002_M015_J015;manne;48
1209;ID002_M015_J015;manne;49
1338.9999999990002;ID002_M015_J015;manne;50
1656.9999996335998;ID002_M015_J015;manne;51
1434.999999999;ID002_M015_J015;manne;52
1345.9999999989984;ID002_M015_J015;manne;53
1583.9999998187996;ID002_M015_J015;manne;54
1292;ID002_M015_J015;manne;55
1841.9999999959987;ID002_M015_J015;manne;56
